fips,Geographic.Area.Name,Total,Total.Urban,Total.Urban.Inside.urbanized.areas,Total.Urban.Inside.urban.clusters,Total.Rural,Total.undefined
24005,"Baltimore County, Maryland",805029,752430,752389,41,52599,0
24009,"Calvert County, Maryland",88737,54387,18531,35856,34350,0
24011,"Caroline County, Maryland",33066,7936,0,7936,25130,0
24013,"Carroll County, Maryland",167134,101106,89188,11918,66028,0
24015,"Cecil County, Maryland",101108,58539,58539,0,42569,0
24017,"Charles County, Maryland",146551,103313,102818,495,43238,0
24019,"Dorchester County, Maryland",32618,14280,0,14280,18338,0
24021,"Frederick County, Maryland",233385,174554,157002,17552,58831,0
24023,"Garrett County, Maryland",30097,4846,0,4846,25251,0
24025,"Harford County, Maryland",244826,201352,201352,0,43474,0
24027,"Howard County, Maryland",287085,260525,256804,3721,26560,0
24029,"Kent County, Maryland",20197,5537,0,5537,14660,0
24031,"Montgomery County, Maryland",971777,948612,943992,4620,23165,0
24033,"Prince George's County, Maryland",863420,846439,846439,0,16981,0
24035,"Queen Anne's County, Maryland",47798,21754,12315,9439,26044,0
24037,"St. Mary's County, Maryland",105151,52136,40344,11792,53015,0
24039,"Somerset County, Maryland",26470,14349,239,14110,12121,0
24041,"Talbot County, Maryland",37782,17132,0,17132,20650,0
24043,"Washington County, Maryland",147430,103953,101406,2547,43477,0
24045,"Wicomico County, Maryland",98733,73254,73254,0,25479,0
24047,"Worcester County, Maryland",51454,33174,0,33174,18280,0
24510,"Baltimore city, Maryland",620961,620961,620961,0,0,0
25001,"Barnstable County, Massachusetts",215888,199733,196581,3152,16155,0
25003,"Berkshire County, Massachusetts",131219,89762,59124,30638,41457,0
25005,"Bristol County, Massachusetts",548285,494365,494365,0,53920,0
25007,"Dukes County, Massachusetts",16535,10082,0,10082,6453,0
25009,"Essex County, Massachusetts",743159,711619,711619,0,31540,0
25011,"Franklin County, Massachusetts",71372,32523,0,32523,38849,0
25013,"Hampden County, Massachusetts",463490,423765,423765,0,39725,0
25015,"Hampshire County, Massachusetts",158080,114697,107824,6873,43383,0
25017,"Middlesex County, Massachusetts",1503085,1457576,1457576,0,45509,0
25019,"Nantucket County, Massachusetts",10172,8250,0,8250,1922,0
25021,"Norfolk County, Massachusetts",670850,662529,662529,0,8321,0
25023,"Plymouth County, Massachusetts",494919,443904,443904,0,51015,0
25025,"Suffolk County, Massachusetts",722023,721488,721488,0,535,0
25027,"Worcester County, Massachusetts",798552,651696,633925,17771,146856,0
26001,"Alcona County, Michigan",10942,118,0,118,10824,0
26003,"Alger County, Michigan",9601,2972,0,2972,6629,0
26005,"Allegan County, Michigan",111408,39586,9558,30028,71822,0
26007,"Alpena County, Michigan",29598,14258,0,14258,15340,0
26009,"Antrim County, Michigan",23580,0,0,0,23580,0
26011,"Arenac County, Michigan",15899,0,0,0,15899,0
26013,"Baraga County, Michigan",8860,0,0,0,8860,0
26015,"Barry County, Michigan",59173,13534,0,13534,45639,0
26017,"Bay County, Michigan",107771,75104,75104,0,32667,0
26019,"Benzie County, Michigan",17525,0,0,0,17525,0
26021,"Berrien County, Michigan",156813,105289,89824,15465,51524,0
26023,"Branch County, Michigan",45248,16876,0,16876,28372,0
26025,"Calhoun County, Michigan",136146,93972,77325,16647,42174,0
26027,"Cass County, Michigan",52293,15070,8988,6082,37223,0
26029,"Charlevoix County, Michigan",25949,7680,0,7680,18269,0
26031,"Cheboygan County, Michigan",26152,4517,0,4517,21635,0
26033,"Chippewa County, Michigan",38520,19669,0,19669,18851,0
26035,"Clare County, Michigan",30926,9079,0,9079,21847,0
26037,"Clinton County, Michigan",75382,35485,27060,8425,39897,0
26039,"Crawford County, Michigan",14074,3858,0,3858,10216,0
26041,"Delta County, Michigan",37069,20850,0,20850,16219,0
26043,"Dickinson County, Michigan",26168,17594,0,17594,8574,0
26045,"Eaton County, Michigan",107759,66841,48751,18090,40918,0
26047,"Emmet County, Michigan",32694,8210,0,8210,24484,0
26049,"Genesee County, Michigan",425790,354448,351608,2840,71342,0
26051,"Gladwin County, Michigan",25692,2934,0,2934,22758,0
26053,"Gogebic County, Michigan",16427,5229,0,5229,11198,0
26055,"Grand Traverse County, Michigan",86986,45212,0,45212,41774,0
26057,"Gratiot County, Michigan",42476,16924,0,16924,25552,0
26059,"Hillsdale County, Michigan",46688,14414,0,14414,32274,0
26061,"Houghton County, Michigan",36628,22777,0,22777,13851,0
26063,"Huron County, Michigan",33118,3490,0,3490,29628,0
26065,"Ingham County, Michigan",280895,243799,237482,6317,37096,0
26067,"Ionia County, Michigan",63905,25218,0,25218,38687,0
26069,"Iosco County, Michigan",25887,10638,0,10638,15249,0
26071,"Iron County, Michigan",11817,3208,0,3208,8609,0
26073,"Isabella County, Michigan",70311,37554,0,37554,32757,0
26075,"Jackson County, Michigan",160248,93227,90057,3170,67021,0
26077,"Kalamazoo County, Michigan",250331,206405,206405,0,43926,0
26079,"Kalkaska County, Michigan",17153,2668,0,2668,14485,0
26081,"Kent County, Michigan",602622,508159,493736,14423,94463,0
26083,"Keweenaw County, Michigan",2156,0,0,0,2156,0
26085,"Lake County, Michigan",11539,0,0,0,11539,0
26087,"Lapeer County, Michigan",88319,20006,71,19935,68313,0
26089,"Leelanau County, Michigan",21708,1897,0,1897,19811,0
26091,"Lenawee County, Michigan",99892,48126,0,48126,51766,0
26093,"Livingston County, Michigan",180967,114181,110387,3794,66786,0
26095,"Luce County, Michigan",6631,3225,0,3225,3406,0
26097,"Mackinac County, Michigan",11113,2531,0,2531,8582,0
26099,"Macomb County, Michigan",840978,817386,811250,6136,23592,0
26101,"Manistee County, Michigan",24733,9606,0,9606,15127,0
26103,"Marquette County, Michigan",67077,39247,0,39247,27830,0
26105,"Mason County, Michigan",28705,10710,0,10710,17995,0
26107,"Mecosta County, Michigan",42798,14241,0,14241,28557,0
26109,"Menominee County, Michigan",24029,8570,0,8570,15459,0
26111,"Midland County, Michigan",83629,47852,47852,0,35777,0
26113,"Missaukee County, Michigan",14849,0,0,0,14849,0
26115,"Monroe County, Michigan",152021,94928,88967,5961,57093,0
26117,"Montcalm County, Michigan",63342,9743,0,9743,53599,0
26119,"Montmorency County, Michigan",9765,0,0,0,9765,0
26121,"Muskegon County, Michigan",172188,132043,121605,10438,40145,0
26123,"Newaygo County, Michigan",48460,7831,0,7831,40629,0
26125,"Oakland County, Michigan",1202362,1144809,1133560,11249,57553,0
26127,"Oceana County, Michigan",26570,2686,0,2686,23884,0
26129,"Ogemaw County, Michigan",21699,0,0,0,21699,0
26131,"Ontonagon County, Michigan",6780,0,0,0,6780,0
26133,"Osceola County, Michigan",23528,0,0,0,23528,0
26135,"Oscoda County, Michigan",8640,0,0,0,8640,0
26137,"Otsego County, Michigan",24164,8298,0,8298,15866,0
26139,"Ottawa County, Michigan",263801,210208,206257,3951,53593,0
26141,"Presque Isle County, Michigan",13376,2560,0,2560,10816,0
26143,"Roscommon County, Michigan",24449,8300,0,8300,16149,0
26145,"Saginaw County, Michigan",200169,137880,132908,4972,62289,0
26147,"St. Clair County, Michigan",163040,100032,100028,4,63008,0
26149,"St. Joseph County, Michigan",61295,27934,0,27934,33361,0
26151,"Sanilac County, Michigan",43114,4226,1451,2775,38888,0
26153,"Schoolcraft County, Michigan",8485,3482,0,3482,5003,0
26155,"Shiawassee County, Michigan",70648,31809,239,31570,38839,0
26157,"Tuscola County, Michigan",55729,8827,0,8827,46902,0
26159,"Van Buren County, Michigan",76258,22222,4366,17856,54036,0
26161,"Washtenaw County, Michigan",344791,288085,277404,10681,56706,0
26163,"Wayne County, Michigan",1820584,1807920,1807920,0,12664,0
26165,"Wexford County, Michigan",32735,11690,0,11690,21045,0
27001,"Aitkin County, Minnesota",16202,0,0,0,16202,0
27003,"Anoka County, Minnesota",330844,286178,279966,6212,44666,0
27005,"Becker County, Minnesota",32504,7973,0,7973,24531,0
27007,"Beltrami County, Minnesota",44442,14626,0,14626,29816,0
27009,"Benton County, Minnesota",38451,23066,23066,0,15385,0
27011,"Big Stone County, Minnesota",5269,0,0,0,5269,0
27013,"Blue Earth County, Minnesota",64013,46798,44240,2558,17215,0
27015,"Brown County, Minnesota",25893,16846,0,16846,9047,0
27017,"Carlton County, Minnesota",35386,15865,0,15865,19521,0
27019,"Carver County, Minnesota",91042,73901,55482,18419,17141,0
27021,"Cass County, Minnesota",28567,0,0,0,28567,0
27023,"Chippewa County, Minnesota",12441,6178,0,6178,6263,0
27025,"Chisago County, Minnesota",53887,23932,0,23932,29955,0
27027,"Clay County, Minnesota",58999,42527,42527,0,16472,0
27029,"Clearwater County, Minnesota",8695,0,0,0,8695,0
27031,"Cook County, Minnesota",5176,0,0,0,5176,0
27033,"Cottonwood County, Minnesota",11687,4409,0,4409,7278,0
27035,"Crow Wing County, Minnesota",62500,23290,0,23290,39210,0
27037,"Dakota County, Minnesota",398552,378900,355604,23296,19652,0
27039,"Dodge County, Minnesota",20087,9689,0,9689,10398,0
27041,"Douglas County, Minnesota",36009,16983,0,16983,19026,0
27043,"Faribault County, Minnesota",14553,3257,0,3257,11296,0
27045,"Fillmore County, Minnesota",20866,1402,0,1402,19464,0
27047,"Freeborn County, Minnesota",31255,17868,0,17868,13387,0
27049,"Goodhue County, Minnesota",46183,24457,0,24457,21726,0
27051,"Grant County, Minnesota",6018,0,0,0,6018,0
27053,"Hennepin County, Minnesota",1152425,1126784,1126203,581,25641,0
27055,"Houston County, Minnesota",19027,8107,5358,2749,10920,0
27057,"Hubbard County, Minnesota",20428,3398,0,3398,17030,0
27059,"Isanti County, Minnesota",37816,14270,0,14270,23546,0
27061,"Itasca County, Minnesota",45058,9285,0,9285,35773,0
27063,"Jackson County, Minnesota",10266,3169,0,3169,7097,0
27065,"Kanabec County, Minnesota",16239,3670,0,3670,12569,0
27067,"Kandiyohi County, Minnesota",42239,23432,0,23432,18807,0
27069,"Kittson County, Minnesota",4552,0,0,0,4552,0
27071,"Koochiching County, Minnesota",13311,7055,0,7055,6256,0
27073,"Lac qui Parle County, Minnesota",7259,0,0,0,7259,0
27075,"Lake County, Minnesota",10866,3588,0,3588,7278,0
27077,"Lake of the Woods County, Minnesota",4045,0,0,0,4045,0
27079,"Le Sueur County, Minnesota",27703,10483,0,10483,17220,0
27081,"Lincoln County, Minnesota",5896,0,0,0,5896,0
27083,"Lyon County, Minnesota",25857,13464,0,13464,12393,0
27085,"McLeod County, Minnesota",36651,19588,0,19588,17063,0
27087,"Mahnomen County, Minnesota",5413,0,0,0,5413,0
27089,"Marshall County, Minnesota",9439,0,0,0,9439,0
27091,"Martin County, Minnesota",20840,9578,0,9578,11262,0
27093,"Meeker County, Minnesota",23300,8034,0,8034,15266,0
27095,"Mille Lacs County, Minnesota",26097,7614,0,7614,18483,0
27097,"Morrison County, Minnesota",33198,9024,0,9024,24174,0
27099,"Mower County, Minnesota",39163,25103,0,25103,14060,0
27101,"Murray County, Minnesota",8725,0,0,0,8725,0
27103,"Nicollet County, Minnesota",32727,24358,13344,11014,8369,0
27105,"Nobles County, Minnesota",21378,12616,0,12616,8762,0
27107,"Norman County, Minnesota",6852,0,0,0,6852,0
27109,"Olmsted County, Minnesota",144248,120313,107677,12636,23935,0
27111,"Otter Tail County, Minnesota",57303,15134,0,15134,42169,0
27113,"Pennington County, Minnesota",13930,8883,0,8883,5047,0
27115,"Pine County, Minnesota",29750,3183,0,3183,26567,0
27117,"Pipestone County, Minnesota",9596,4098,0,4098,5498,0
27119,"Polk County, Minnesota",31600,16282,8318,7964,15318,0
27121,"Pope County, Minnesota",10995,0,0,0,10995,0
27123,"Ramsey County, Minnesota",508640,507688,507688,0,952,0
27125,"Red Lake County, Minnesota",4089,0,0,0,4089,0
27127,"Redwood County, Minnesota",16059,4958,0,4958,11101,0
27129,"Renville County, Minnesota",15730,0,0,0,15730,0
27131,"Rice County, Minnesota",64142,47507,0,47507,16635,0
27133,"Rock County, Minnesota",9687,4620,0,4620,5067,0
27135,"Roseau County, Minnesota",15629,2763,0,2763,12866,0
27137,"St. Louis County, Minnesota",200226,125913,93333,32580,74313,0
27139,"Scott County, Minnesota",129928,107529,87904,19625,22399,0
27141,"Sherburne County, Minnesota",88499,49389,25837,23552,39110,0
27143,"Sibley County, Minnesota",15226,0,0,0,15226,0
27145,"Stearns County, Minnesota",150642,95005,80743,14262,55637,0
27147,"Steele County, Minnesota",36576,25394,0,25394,11182,0
27149,"Stevens County, Minnesota",9726,5123,0,5123,4603,0
27151,"Swift County, Minnesota",9783,3191,0,3191,6592,0
27153,"Todd County, Minnesota",24895,5380,0,5380,19515,0
27155,"Traverse County, Minnesota",3558,0,0,0,3558,0
27157,"Wabasha County, Minnesota",21676,7686,0,7686,13990,0
27159,"Wadena County, Minnesota",13843,4570,0,4570,9273,0
27161,"Waseca County, Minnesota",19136,9537,0,9537,9599,0
27163,"Washington County, Minnesota",238136,203682,184560,19122,34454,0
27165,"Watonwan County, Minnesota",11211,4585,0,4585,6626,0
27167,"Wilkin County, Minnesota",6576,3279,0,3279,3297,0
27169,"Winona County, Minnesota",51461,33689,0,33689,17772,0
27171,"Wright County, Minnesota",124700,84163,34182,49981,40537,0
27173,"Yellow Medicine County, Minnesota",10438,2002,0,2002,8436,0
28001,"Adams County, Mississippi",32297,20274,0,20274,12023,0
28003,"Alcorn County, Mississippi",37057,12469,0,12469,24588,0
28005,"Amite County, Mississippi",13131,0,0,0,13131,0
28007,"Attala County, Mississippi",19564,6983,0,6983,12581,0
28009,"Benton County, Mississippi",8729,0,0,0,8729,0
28011,"Bolivar County, Mississippi",34145,15722,0,15722,18423,0
28013,"Calhoun County, Mississippi",14962,0,0,0,14962,0
28015,"Carroll County, Mississippi",10597,0,0,0,10597,0
28017,"Chickasaw County, Mississippi",17392,2557,0,2557,14835,0
28019,"Choctaw County, Mississippi",8547,0,0,0,8547,0
28021,"Claiborne County, Mississippi",9604,0,0,0,9604,0
28023,"Clarke County, Mississippi",16732,0,0,0,16732,0
28025,"Clay County, Mississippi",20634,9173,0,9173,11461,0
28027,"Coahoma County, Mississippi",26151,17783,0,17783,8368,0
28029,"Copiah County, Mississippi",29449,10137,0,10137,19312,0
28031,"Covington County, Mississippi",19568,0,0,0,19568,0
28033,"DeSoto County, Mississippi",161252,128310,128310,0,32942,0
28035,"Forrest County, Mississippi",74934,52727,52727,0,22207,0
28037,"Franklin County, Mississippi",8118,0,0,0,8118,0
28039,"George County, Mississippi",22578,2636,0,2636,19942,0
28041,"Greene County, Mississippi",14400,0,0,0,14400,0
28043,"Grenada County, Mississippi",21906,10481,0,10481,11425,0
28045,"Hancock County, Mississippi",43929,25233,17378,7855,18696,0
28047,"Harrison County, Mississippi",187105,144361,144361,0,42744,0
28049,"Hinds County, Mississippi",245285,207814,204636,3178,37471,0
28051,"Holmes County, Mississippi",19198,2525,0,2525,16673,0
28053,"Humphreys County, Mississippi",9375,4702,0,4702,4673,0
28055,"Issaquena County, Mississippi",1406,0,0,0,1406,0
28057,"Itawamba County, Mississippi",23401,3217,0,3217,20184,0
28059,"Jackson County, Mississippi",139668,101594,97637,3957,38074,0
28061,"Jasper County, Mississippi",17062,0,0,0,17062,0
28063,"Jefferson County, Mississippi",7726,0,0,0,7726,0
28065,"Jefferson Davis County, Mississippi",12487,0,0,0,12487,0
28067,"Jones County, Mississippi",67761,26131,0,26131,41630,0
28069,"Kemper County, Mississippi",10456,0,0,0,10456,0
28071,"Lafayette County, Mississippi",47351,25768,0,25768,21583,0
28073,"Lamar County, Mississippi",55658,27631,27631,0,28027,0
28075,"Lauderdale County, Mississippi",80261,41531,0,41531,38730,0
28077,"Lawrence County, Mississippi",12929,0,0,0,12929,0
28079,"Leake County, Mississippi",23805,4478,0,4478,19327,0
28081,"Lee County, Mississippi",82910,45298,0,45298,37612,0
28083,"Leflore County, Mississippi",32317,26603,0,26603,5714,0
28085,"Lincoln County, Mississippi",34869,10635,0,10635,24234,0
28087,"Lowndes County, Mississippi",59779,34314,0,34314,25465,0
28089,"Madison County, Mississippi",95203,68564,53243,15321,26639,0
28091,"Marion County, Mississippi",27088,7294,0,7294,19794,0
28093,"Marshall County, Mississippi",37144,6160,0,6160,30984,0
28095,"Monroe County, Mississippi",36989,11232,0,11232,25757,0
28097,"Montgomery County, Mississippi",10925,4388,0,4388,6537,0
28099,"Neshoba County, Mississippi",29676,7759,0,7759,21917,0
28101,"Newton County, Mississippi",21720,2810,0,2810,18910,0
28103,"Noxubee County, Mississippi",11545,2998,0,2998,8547,0
28105,"Oktibbeha County, Mississippi",47671,30307,0,30307,17364,0
28107,"Panola County, Mississippi",34707,7309,0,7309,27398,0
28109,"Pearl River County, Mississippi",55834,16792,0,16792,39042,0
28111,"Perry County, Mississippi",12250,0,0,0,12250,0
28113,"Pike County, Mississippi",40404,16388,0,16388,24016,0
28115,"Pontotoc County, Mississippi",29957,4807,0,4807,25150,0
28117,"Prentiss County, Mississippi",25276,6050,0,6050,19226,0
28119,"Quitman County, Mississippi",8223,3536,0,3536,4687,0
28121,"Rankin County, Mississippi",141617,93599,93599,0,48018,0
28123,"Scott County, Mississippi",28264,7866,0,7866,20398,0
28125,"Sharkey County, Mississippi",4916,0,0,0,4916,0
28127,"Simpson County, Mississippi",27503,4170,0,4170,23333,0
28129,"Smith County, Mississippi",16491,0,0,0,16491,0
28131,"Stone County, Mississippi",17786,3768,0,3768,14018,0
28133,"Sunflower County, Mississippi",29450,15973,0,15973,13477,0
28135,"Tallahatchie County, Mississippi",15378,2930,0,2930,12448,0
28137,"Tate County, Mississippi",28886,6531,0,6531,22355,0
28139,"Tippah County, Mississippi",22232,3592,0,3592,18640,0
28141,"Tishomingo County, Mississippi",19593,0,0,0,19593,0
28143,"Tunica County, Mississippi",10778,3662,0,3662,7116,0
28145,"Union County, Mississippi",27134,6632,0,6632,20502,0
28147,"Walthall County, Mississippi",15443,0,0,0,15443,0
28149,"Warren County, Mississippi",48773,28828,0,28828,19945,0
28151,"Washington County, Mississippi",51137,42176,0,42176,8961,0
28153,"Wayne County, Mississippi",20747,4224,0,4224,16523,0
28155,"Webster County, Mississippi",10253,0,0,0,10253,0
28157,"Wilkinson County, Mississippi",9878,0,0,0,9878,0
28159,"Winston County, Mississippi",19198,4624,0,4624,14574,0
28161,"Yalobusha County, Mississippi",12678,2622,0,2622,10056,0
28163,"Yazoo County, Mississippi",28065,15546,0,15546,12519,0
29001,"Adair County, Missouri",25607,15914,0,15914,9693,0
29003,"Andrew County, Missouri",17291,6695,1557,5138,10596,0
29005,"Atchison County, Missouri",5685,0,0,0,5685,0
29007,"Audrain County, Missouri",25529,15012,0,15012,10517,0
29009,"Barry County, Missouri",35597,9517,0,9517,26080,0
29011,"Barton County, Missouri",12402,4470,0,4470,7932,0
29013,"Bates County, Missouri",17049,3875,0,3875,13174,0
29015,"Benton County, Missouri",19056,2565,0,2565,16491,0
29017,"Bollinger County, Missouri",12363,0,0,0,12363,0
29019,"Boone County, Missouri",162642,132088,124748,7340,30554,0
29021,"Buchanan County, Missouri",89201,77273,77251,22,11928,0
29023,"Butler County, Missouri",42794,20463,0,20463,22331,0
29025,"Caldwell County, Missouri",9424,0,0,0,9424,0
29027,"Callaway County, Missouri",44332,16834,4637,12197,27498,0
29029,"Camden County, Missouri",44002,11340,0,11340,32662,0
29031,"Cape Girardeau County, Missouri",75674,52591,52591,0,23083,0
29033,"Carroll County, Missouri",9295,3296,0,3296,5999,0
29035,"Carter County, Missouri",6265,0,0,0,6265,0
29037,"Cass County, Missouri",99478,67245,49838,17407,32233,0
29039,"Cedar County, Missouri",13982,3454,0,3454,10528,0
29041,"Chariton County, Missouri",7831,0,0,0,7831,0
29043,"Christian County, Missouri",77422,42740,42740,0,34682,0
29045,"Clark County, Missouri",7139,0,0,0,7139,0
29047,"Clay County, Missouri",221939,200154,179607,20547,21785,0
29049,"Clinton County, Missouri",20743,4935,0,4935,15808,0
