fips,med.surg.beds,ped.med.surg.bed,icu.beds,nicu.beds,ped.icu.beds,calc.tot.beds,lisc.beds,tot.staffed.facility.beds,tot.staffed.hosp.beds,facility.inpatient.days,hosp.inpatiend.days
4009,36,0,6,0,0,57,49,57,0,5536,0
49049,157,29,46,94,8,1185,1094,1185,0,283426,0
49005,47,0,15,0,0,159,146,159,126,23653,19102
49035,827,193,98,146,28,3268,2389,3268,0,751128,0
49011,67,0,12,3,0,559,171,559,0,87948,0
49001,2,1,0,0,0,52,27,52,10,9510,713
49003,11,0,0,0,0,52,16,52,0,5035,0
49021,26,0,6,0,0,48,48,48,0,6552,0
49027,31,0,0,0,0,50,53,50,15,5330,882
49051,9,0,0,0,0,19,19,19,0,2003,0
49019,0,0,0,0,0,17,0,17,0,2030,0
49037,26,0,1,0,0,36,36,36,0,2226,0
49039,18,0,0,0,0,137,18,137,0,36716,0
49023,25,0,0,0,0,27,25,27,0,4215,0
49057,88,16,16,32,0,497,321,497,0,112504,0
49043,27,0,4,0,0,37,37,37,0,4209,0
49007,26,7,6,0,0,49,49,49,0,4338,0
49041,19,0,0,0,0,24,29,24,0,2589,0
49013,19,10,2,0,0,124,139,124,49,21764,3834
49053,95,12,26,24,0,263,284,263,0,64578,0
49045,24,0,4,0,0,44,44,44,0,3537,0
49047,0,0,0,0,0,39,0,39,0,5187,0
49025,0,0,0,0,0,25,0,25,0,4081,0
49017,15,0,0,0,0,15,15,15,0,1089,0
32003,772,32,94,59,20,5643,1804,5643,0,1527486,0
32031,412,31,76,39,15,1720,1236,1720,0,449187,0
32017,0,0,0,0,0,20,0,20,0,3354,0
32510,115,8,16,0,0,240,240,240,0,61500,0
32005,15,0,4,0,0,23,23,23,0,4228,0
32023,25,0,0,0,0,25,25,25,0,3539,0
32007,52,0,7,0,0,75,75,75,0,4959,0
32033,0,0,0,0,0,25,0,25,0,1650,0
32001,17,0,4,0,0,25,25,25,0,4622,0
32021,0,0,0,0,0,35,0,35,0,8637,0
32027,0,0,0,0,0,38,0,38,0,7139,0
32013,0,0,0,0,0,67,0,67,0,11433,0
32019,0,0,0,0,0,63,0,63,0,13673,0
32015,0,0,0,0,0,7,0,7,0,569,0
53073,130,0,24,0,0,255,255,255,0,69844,0
53033,2009,192,357,164,56,5309,5194,5309,210,1427136,67588
53061,314,13,61,16,0,831,747,831,0,223324,0
53027,33,0,0,0,0,111,140,111,0,14538,0
53007,150,6,18,0,0,430,244,430,176,110848,45730
53011,329,4,40,30,24,647,670,647,0,142548,0
53053,642,55,129,45,24,2530,1608,2530,0,730866,0
53057,175,9,31,0,0,270,253,270,0,52319,0
53035,119,0,20,0,0,255,359,255,0,61558,0
53047,47,0,0,0,0,115,111,115,25,19813,2188
53041,73,0,6,0,0,116,153,116,0,19545,0
53065,33,0,4,0,0,80,120,80,15,20375,3142
53003,21,0,4,0,0,25,62,25,0,4491,0
53075,33,0,2,0,0,50,67,50,0,6571,0
53029,0,0,0,0,0,54,0,54,0,6037,0
53043,0,0,0,0,0,63,0,63,0,7016,0
53013,25,0,0,0,0,25,25,25,0,3219,0
53037,13,0,6,0,0,25,50,25,0,2394,0
53025,61,0,0,0,0,169,100,169,57,22771,950
53009,64,0,19,0,0,112,171,112,25,23239,4397
53039,25,0,0,0,0,31,50,31,0,1648,0
53049,20,0,0,0,0,25,50,25,0,2361,0
53005,198,22,28,15,0,401,438,401,0,91448,0
53015,126,0,18,0,0,180,346,180,0,28350,0
53063,699,55,62,94,20,1809,1846,1809,0,421585,0
53055,10,0,0,0,0,10,10,10,0,209,0
53051,21,0,0,0,0,74,74,74,24,1987,0
53067,194,9,32,10,0,401,497,401,0,115808,0
53001,0,0,0,0,0,45,0,45,0,3229,0
53021,0,0,0,0,0,53,0,53,0,8081,0
53023,0,0,0,0,0,45,0,45,0,8317,0
53031,15,0,6,0,0,25,42,25,0,4795,0
53019,0,0,0,0,0,25,0,25,0,1963,0
53045,13,0,6,0,0,25,68,25,0,4190,0
53077,126,13,18,7,0,486,284,486,0,75544,0
53071,51,4,14,0,0,128,141,128,0,31784,0
41051,982,181,102,102,44,2240,2295,2240,0,586859,0
41067,518,20,62,58,4,994,1010,994,0,218036,0
41033,97,0,12,0,0,121,125,121,0,26231,0
41043,57,3,11,0,0,95,128,95,0,13619,0
41007,34,0,10,0,0,50,83,50,0,8238,0
41029,319,17,45,32,0,513,595,513,0,116649,0
41005,308,0,34,16,0,472,522,472,0,103711,0
41039,391,20,62,36,0,619,599,619,0,180423,0
41001,14,0,2,0,0,25,25,25,0,2637,0
41011,118,4,12,0,0,166,218,166,0,27374,0
41017,160,10,24,12,0,307,307,307,0,73271,0
41025,16,0,2,0,0,21,25,21,0,845,0
41003,122,2,12,0,0,168,188,168,0,39715,0
41053,6,0,0,0,0,6,25,6,0,414,0
41063,13,0,0,0,0,25,25,25,0,2665,0
41015,13,0,0,0,0,18,18,18,0,2305,0
41049,20,0,0,0,0,21,21,21,0,2724,0
41059,33,0,7,0,0,50,98,50,0,8936,0
41027,15,0,4,0,0,25,25,25,0,4135,0
41023,11,0,3,0,0,62,56,62,22,8155,1130
41035,81,0,10,0,0,105,176,105,0,17827,0
41061,17,0,4,0,0,25,63,25,0,4115,0
41037,21,0,0,0,0,24,24,24,0,1109,0
41031,19,0,1,0,0,25,25,25,0,2905,0
41041,32,0,9,0,0,50,85,50,0,7775,0
41071,58,0,11,0,0,100,100,100,0,21362,0
41045,25,0,6,0,0,37,49,37,0,5456,0
41013,16,2,0,0,0,20,16,20,0,2713,0
41019,93,8,18,0,0,248,194,248,0,49549,0
41047,190,14,37,27,0,1197,582,1197,0,363470,0
41065,15,4,13,0,0,46,49,46,0,5858,0
41057,15,0,0,0,0,25,49,25,0,4494,0
6071,1738,175,273,207,54,6316,4916,6316,281,1658677,49248
6077,170,0,26,16,0,1112,359,1112,0,261891,0
6087,68,4,6,10,0,359,106,359,0,69269,0
6037,8739,770,1355,867,132,24124,20631,24124,2194,5998020,577321
6075,771,105,183,82,32,4284,1418,4284,270,1164769,95025
6099,360,35,34,45,0,1149,693,1149,0,293462,0
6001,898,133,147,154,31,3250,2565,3250,468,874055,114570
6097,378,13,56,12,0,1367,574,1367,0,371147,0
6067,1090,48,159,31,24,3116,2337,3116,158,855844,36191
6065,1561,96,239,112,8,3438,2748,3438,355,761351,86142
6013,698,27,118,42,8,1484,1472,1484,0,336240,0
6059,2403,231,316,308,69,6320,4878,6320,0,1400044,0
6019,753,0,115,88,10,1870,1722,1870,746,510417,234998
6073,2373,140,407,230,44,7100,6588,7100,1286,1875826,334316
6029,672,34,117,49,8,1617,1295,1617,72,338459,6340
6081,561,0,89,2,0,1078,1781,1078,300,249111,51320
6085,1294,177,173,111,42,3975,3930,3975,406,1003962,98589
6007,290,4,28,0,0,476,431,476,0,133752,0
6023,126,0,20,5,0,253,205,253,9,73729,1200
6089,233,19,30,16,0,574,581,574,56,148298,15724
6079,163,6,10,22,0,1613,284,1613,0,491936,0
6047,164,0,24,0,0,230,230,230,0,52439,0
6111,143,8,39,31,0,1174,485,1174,3,319326,3109
6061,146,32,20,48,10,740,340,740,0,189558,0
6115,175,0,12,4,0,219,219,219,0,54155,0
6031,0,0,0,0,0,264,0,264,0,49908,0
6027,0,0,0,0,0,29,0,29,0,4179,0
6025,48,12,8,7,0,268,107,268,0,43912,0
6101,0,0,0,0,0,14,0,14,0,1103,0
6053,355,26,26,11,0,740,721,740,220,164219,52972
6049,4,0,0,0,0,113,26,113,4,23078,18
6063,9,0,0,0,0,126,75,126,9,25895,833
6095,314,0,70,12,0,1064,631,1064,0,224207,0
6033,17,0,4,0,0,50,25,50,0,11607,0
6015,0,0,0,0,0,49,0,49,0,9144,0
6113,51,7,8,4,0,156,108,156,0,31310,0
6083,171,38,28,22,8,874,582,874,0,227895,0
6045,52,0,10,2,0,100,93,100,0,23203,0
6039,73,180,10,88,42,464,464,464,0,87677,0
6057,0,0,0,0,0,166,0,166,0,35015,0
6069,33,0,8,0,0,181,181,181,62,40362,5924
6055,156,0,48,6,0,1573,1777,1573,0,511291,0
6005,0,0,0,0,0,52,0,52,0,8544,0
6051,13,0,2,0,0,17,17,17,0,1589,0
6043,0,0,0,0,0,33,0,33,0,2416,0
6093,25,0,4,0,0,58,33,58,0,6809,0
6041,296,14,34,0,0,451,398,451,0,79739,0
6017,118,0,28,0,0,230,236,230,168,46728,27867
6107,336,4,21,4,0,1079,748,1079,123,350936,21342
6103,0,0,0,0,0,65,0,65,0,8570,0
6009,25,0,6,0,0,31,49,31,0,3184,0
6109,59,0,3,0,0,152,152,152,84,39680,15744
6035,20,0,0,0,0,25,25,25,0,3429,0
6105,0,0,0,0,0,47,0,47,0,7831,0
6021,0,0,0,0,0,15,0,15,0,1365,0
2020,194,38,68,78,13,1109,633,1109,0,295898,0
2185,0,0,0,0,0,14,0,14,0,2226,0
2050,18,10,0,0,0,37,50,37,0,6533,0
2261,13,0,0,0,0,44,23,44,13,8752,1055
2090,57,12,7,7,0,238,242,238,127,48546,18828
2110,0,0,0,0,0,73,0,73,0,11607,0
2070,0,0,0,0,0,16,0,16,0,4064,0
2130,16,0,4,0,0,54,54,54,29,12725,4585
2150,0,0,0,0,0,6,0,6,0,1841,0
2188,0,0,0,0,0,17,0,17,0,4318,0
2220,0,0,0,0,0,52,0,52,0,8811,0
2180,0,0,0,0,0,36,0,36,0,6743,0
2170,0,0,0,0,0,74,0,74,0,16881,0
2195,0,0,0,0,0,27,0,27,0,5966,0
2122,30,0,6,0,0,215,119,215,59,53029,11456
2275,0,0,0,0,0,22,0,22,0,5387,0
15003,928,29,98,31,7,2456,1988,2456,9,669557,0
15001,104,0,13,0,0,454,206,454,11,103185,3086
15007,52,0,7,0,0,190,72,190,0,46117,0
15009,166,0,24,0,0,367,342,367,9,97504,17
1017,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0
2105,0,0,0,0,0,0,0,0,0,0,0
2158,0,0,0,0,0,0,0,0,0,0,0
2164,0,0,0,0,0,0,0,0,0,0,0
2198,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,0,0,0,0,0,0,0
4011,0,0,0,0,0,0,0,0,0,0,0
5013,0,0,0,0,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0,0,0,0,0
5035,0,0,0,0,0,0,0,0,0,0,0
5053,0,0,0,0,0,0,0,0,0,0,0
5067,0,0,0,0,0,0,0,0,0,0,0
5073,0,0,0,0,0,0,0,0,0,0,0
5077,0,0,0,0,0,0,0,0,0,0,0
5079,0,0,0,0,0,0,0,0,0,0,0
5085,0,0,0,0,0,0,0,0,0,0,0
5087,0,0,0,0,0,0,0,0,0,0,0
5089,0,0,0,0,0,0,0,0,0,0,0
5095,0,0,0,0,0,0,0,0,0,0,0
5097,0,0,0,0,0,0,0,0,0,0,0
5099,0,0,0,0,0,0,0,0,0,0,0
5101,0,0,0,0,0,0,0,0,0,0,0
5105,0,0,0,0,0,0,0,0,0,0,0
5109,0,0,0,0,0,0,0,0,0,0,0
5111,0,0,0,0,0,0,0,0,0,0,0
5117,0,0,0,0,0,0,0,0,0,0,0
5129,0,0,0,0,0,0,0,0,0,0,0
5133,0,0,0,0,0,0,0,0,0,0,0
5135,0,0,0,0,0,0,0,0,0,0,0
5147,0,0,0,0,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0,0,0,0
6011,0,0,0,0,0,0,0,0,0,0,0
6091,0,0,0,0,0,0,0,0,0,0,0
8011,0,0,0,0,0,0,0,0,0,0,0
8019,0,0,0,0,0,0,0,0,0,0,0
8023,0,0,0,0,0,0,0,0,0,0,0
8025,0,0,0,0,0,0,0,0,0,0,0
8027,0,0,0,0,0,0,0,0,0,0,0
8033,0,0,0,0,0,0,0,0,0,0,0
8039,0,0,0,0,0,0,0,0,0,0,0
8047,0,0,0,0,0,0,0,0,0,0,0
8053,0,0,0,0,0,0,0,0,0,0,0
8057,0,0,0,0,0,0,0,0,0,0,0
8079,0,0,0,0,0,0,0,0,0,0,0
8091,0,0,0,0,0,0,0,0,0,0,0
8093,0,0,0,0,0,0,0,0,0,0,0
8109,0,0,0,0,0,0,0,0,0,0,0
8111,0,0,0,0,0,0,0,0,0,0,0
8113,0,0,0,0,0,0,0,0,0,0,0
8121,0,0,0,0,0,0,0,0,0,0,0
12029,0,0,0,0,0,0,0,0,0,0,0
12041,0,0,0,0,0,0,0,0,0,0,0
12043,0,0,0,0,0,0,0,0,0,0,0
12047,0,0,0,0,0,0,0,0,0,0,0
12065,0,0,0,0,0,0,0,0,0,0,0
12067,0,0,0,0,0,0,0,0,0,0,0
12077,0,0,0,0,0,0,0,0,0,0,0
12129,0,0,0,0,0,0,0,0,0,0,0
13003,0,0,0,0,0,0,0,0,0,0,0
13007,0,0,0,0,0,0,0,0,0,0,0
13011,0,0,0,0,0,0,0,0,0,0,0
13025,0,0,0,0,0,0,0,0,0,0,0
13029,0,0,0,0,0,0,0,0,0,0,0
13037,0,0,0,0,0,0,0,0,0,0,0
13049,0,0,0,0,0,0,0,0,0,0,0
13055,0,0,0,0,0,0,0,0,0,0,0
13061,0,0,0,0,0,0,0,0,0,0,0
13073,0,0,0,0,0,0,0,0,0,0,0
13079,0,0,0,0,0,0,0,0,0,0,0
13083,0,0,0,0,0,0,0,0,0,0,0
13085,0,0,0,0,0,0,0,0,0,0,0
13093,0,0,0,0,0,0,0,0,0,0,0
13101,0,0,0,0,0,0,0,0,0,0,0
13123,0,0,0,0,0,0,0,0,0,0,0
13125,0,0,0,0,0,0,0,0,0,0,0
13141,0,0,0,0,0,0,0,0,0,0,0
13145,0,0,0,0,0,0,0,0,0,0,0
13147,0,0,0,0,0,0,0,0,0,0,0
13149,0,0,0,0,0,0,0,0,0,0,0
13167,0,0,0,0,0,0,0,0,0,0,0
13169,0,0,0,0,0,0,0,0,0,0,0
13171,0,0,0,0,0,0,0,0,0,0,0
13177,0,0,0,0,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,0,0,0,0
13183,0,0,0,0,0,0,0,0,0,0,0
13187,0,0,0,0,0,0,0,0,0,0,0
13191,0,0,0,0,0,0,0,0,0,0,0
13195,0,0,0,0,0,0,0,0,0,0,0
13197,0,0,0,0,0,0,0,0,0,0,0
13209,0,0,0,0,0,0,0,0,0,0,0
13219,0,0,0,0,0,0,0,0,0,0,0
13221,0,0,0,0,0,0,0,0,0,0,0
13229,0,0,0,0,0,0,0,0,0,0,0
13231,0,0,0,0,0,0,0,0,0,0,0
13239,0,0,0,0,0,0,0,0,0,0,0
13249,0,0,0,0,0,0,0,0,0,0,0
13259,0,0,0,0,0,0,0,0,0,0,0
13263,0,0,0,0,0,0,0,0,0,0,0
13265,0,0,0,0,0,0,0,0,0,0,0
13269,0,0,0,0,0,0,0,0,0,0,0
13271,0,0,0,0,0,0,0,0,0,0,0
13273,0,0,0,0,0,0,0,0,0,0,0
13283,0,0,0,0,0,0,0,0,0,0,0
13287,0,0,0,0,0,0,0,0,0,0,0
13289,0,0,0,0,0,0,0,0,0,0,0
13295,0,0,0,0,0,0,0,0,0,0,0
13301,0,0,0,0,0,0,0,0,0,0,0
13307,0,0,0,0,0,0,0,0,0,0,0
13309,0,0,0,0,0,0,0,0,0,0,0
13311,0,0,0,0,0,0,0,0,0,0,0
13315,0,0,0,0,0,0,0,0,0,0,0
13319,0,0,0,0,0,0,0,0,0,0,0
15005,0,0,0,0,0,0,0,0,0,0,0
16003,0,0,0,0,0,0,0,0,0,0,0
16015,0,0,0,0,0,0,0,0,0,0,0
16025,0,0,0,0,0,0,0,0,0,0,0
16033,0,0,0,0,0,0,0,0,0,0,0
16037,0,0,0,0,0,0,0,0,0,0,0
16043,0,0,0,0,0,0,0,0,0,0,0
16051,0,0,0,0,0,0,0,0,0,0,0
16061,0,0,0,0,0,0,0,0,0,0,0
16063,0,0,0,0,0,0,0,0,0,0,0
16073,0,0,0,0,0,0,0,0,0,0,0
16075,0,0,0,0,0,0,0,0,0,0,0
17003,0,0,0,0,0,0,0,0,0,0,0
17007,0,0,0,0,0,0,0,0,0,0,0
17009,0,0,0,0,0,0,0,0,0,0,0
17013,0,0,0,0,0,0,0,0,0,0,0
17015,0,0,0,0,0,0,0,0,0,0,0
17017,0,0,0,0,0,0,0,0,0,0,0
17023,0,0,0,0,0,0,0,0,0,0,0
17035,0,0,0,0,0,0,0,0,0,0,0
17041,0,0,0,0,0,0,0,0,0,0,0
17047,0,0,0,0,0,0,0,0,0,0,0
17059,0,0,0,0,0,0,0,0,0,0,0
17071,0,0,0,0,0,0,0,0,0,0,0
17079,0,0,0,0,0,0,0,0,0,0,0
17087,0,0,0,0,0,0,0,0,0,0,0
17093,0,0,0,0,0,0,0,0,0,0,0
17123,0,0,0,0,0,0,0,0,0,0,0
17129,0,0,0,0,0,0,0,0,0,0,0
17133,0,0,0,0,0,0,0,0,0,0,0
17139,0,0,0,0,0,0,0,0,0,0,0
17151,0,0,0,0,0,0,0,0,0,0,0
17153,0,0,0,0,0,0,0,0,0,0,0
17155,0,0,0,0,0,0,0,0,0,0,0
17171,0,0,0,0,0,0,0,0,0,0,0
17175,0,0,0,0,0,0,0,0,0,0,0
17193,0,0,0,0,0,0,0,0,0,0,0
18007,0,0,0,0,0,0,0,0,0,0,0
18013,0,0,0,0,0,0,0,0,0,0,0
18015,0,0,0,0,0,0,0,0,0,0,0
18025,0,0,0,0,0,0,0,0,0,0,0
18045,0,0,0,0,0,0,0,0,0,0,0
18047,0,0,0,0,0,0,0,0,0,0,0
18101,0,0,0,0,0,0,0,0,0,0,0
18111,0,0,0,0,0,0,0,0,0,0,0
18115,0,0,0,0,0,0,0,0,0,0,0
18119,0,0,0,0,0,0,0,0,0,0,0
18121,0,0,0,0,0,0,0,0,0,0,0
18125,0,0,0,0,0,0,0,0,0,0,0
18129,0,0,0,0,0,0,0,0,0,0,0
18147,0,0,0,0,0,0,0,0,0,0,0
18155,0,0,0,0,0,0,0,0,0,0,0
18161,0,0,0,0,0,0,0,0,0,0,0
19023,0,0,0,0,0,0,0,0,0,0,0
19031,0,0,0,0,0,0,0,0,0,0,0
19115,0,0,0,0,0,0,0,0,0,0,0
19129,0,0,0,0,0,0,0,0,0,0,0
19171,0,0,0,0,0,0,0,0,0,0,0
19173,0,0,0,0,0,0,0,0,0,0,0
19181,0,0,0,0,0,0,0,0,0,0,0
19189,0,0,0,0,0,0,0,0,0,0,0
19195,0,0,0,0,0,0,0,0,0,0,0
20011,0,0,0,0,0,0,0,0,0,0,0
20017,0,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,0,0,0,0,0,0,0,0
20049,0,0,0,0,0,0,0,0,0,0,0
20069,0,0,0,0,0,0,0,0,0,0,0
20107,0,0,0,0,0,0,0,0,0,0,0
20139,0,0,0,0,0,0,0,0,0,0,0
20197,0,0,0,0,0,0,0,0,0,0,0
20199,0,0,0,0,0,0,0,0,0,0,0
20207,0,0,0,0,0,0,0,0,0,0,0
21005,0,0,0,0,0,0,0,0,0,0,0
21007,0,0,0,0,0,0,0,0,0,0,0
21011,0,0,0,0,0,0,0,0,0,0,0
21023,0,0,0,0,0,0,0,0,0,0,0
21029,0,0,0,0,0,0,0,0,0,0,0
21031,0,0,0,0,0,0,0,0,0,0,0
21039,0,0,0,0,0,0,0,0,0,0,0
21043,0,0,0,0,0,0,0,0,0,0,0
21061,0,0,0,0,0,0,0,0,0,0,0
21063,0,0,0,0,0,0,0,0,0,0,0
21075,0,0,0,0,0,0,0,0,0,0,0
21077,0,0,0,0,0,0,0,0,0,0,0
21079,0,0,0,0,0,0,0,0,0,0,0
21089,0,0,0,0,0,0,0,0,0,0,0
21091,0,0,0,0,0,0,0,0,0,0,0
21103,0,0,0,0,0,0,0,0,0,0,0
21105,0,0,0,0,0,0,0,0,0,0,0
21109,0,0,0,0,0,0,0,0,0,0,0
21113,0,0,0,0,0,0,0,0,0,0,0
21119,0,0,0,0,0,0,0,0,0,0,0
21123,0,0,0,0,0,0,0,0,0,0,0
21129,0,0,0,0,0,0,0,0,0,0,0
21135,0,0,0,0,0,0,0,0,0,0,0
21143,0,0,0,0,0,0,0,0,0,0,0
21147,0,0,0,0,0,0,0,0,0,0,0
21149,0,0,0,0,0,0,0,0,0,0,0
21153,0,0,0,0,0,0,0,0,0,0,0
21159,0,0,0,0,0,0,0,0,0,0,0
21163,0,0,0,0,0,0,0,0,0,0,0
21165,0,0,0,0,0,0,0,0,0,0,0
21169,0,0,0,0,0,0,0,0,0,0,0
21181,0,0,0,0,0,0,0,0,0,0,0
21187,0,0,0,0,0,0,0,0,0,0,0
21189,0,0,0,0,0,0,0,0,0,0,0
21191,0,0,0,0,0,0,0,0,0,0,0
21197,0,0,0,0,0,0,0,0,0,0,0
21201,0,0,0,0,0,0,0,0,0,0,0
21215,0,0,0,0,0,0,0,0,0,0,0
21219,0,0,0,0,0,0,0,0,0,0,0
21223,0,0,0,0,0,0,0,0,0,0,0
21229,0,0,0,0,0,0,0,0,0,0,0
21233,0,0,0,0,0,0,0,0,0,0,0
21237,0,0,0,0,0,0,0,0,0,0,0
22025,0,0,0,0,0,0,0,0,0,0,0
22043,0,0,0,0,0,0,0,0,0,0,0
22075,0,0,0,0,0,0,0,0,0,0,0
22095,0,0,0,0,0,0,0,0,0,0,0
22107,0,0,0,0,0,0,0,0,0,0,0
22121,0,0,0,0,0,0,0,0,0,0,0
23023,0,0,0,0,0,0,0,0,0,0,0
24011,0,0,0,0,0,0,0,0,0,0,0
24035,0,0,0,0,0,0,0,0,0,0,0
26001,0,0,0,0,0,0,0,0,0,0,0
26009,0,0,0,0,0,0,0,0,0,0,0
26031,0,0,0,0,0,0,0,0,0,0,0
26083,0,0,0,0,0,0,0,0,0,0,0
26085,0,0,0,0,0,0,0,0,0,0,0
26089,0,0,0,0,0,0,0,0,0,0,0
26109,0,0,0,0,0,0,0,0,0,0,0
26113,0,0,0,0,0,0,0,0,0,0,0
26119,0,0,0,0,0,0,0,0,0,0,0
26135,0,0,0,0,0,0,0,0,0,0,0
26141,0,0,0,0,0,0,0,0,0,0,0
26143,0,0,0,0,0,0,0,0,0,0,0
27009,0,0,0,0,0,0,0,0,0,0,0
27027,0,0,0,0,0,0,0,0,0,0,0
27039,0,0,0,0,0,0,0,0,0,0,0
27045,0,0,0,0,0,0,0,0,0,0,0
27055,0,0,0,0,0,0,0,0,0,0,0
27099,0,0,0,0,0,0,0,0,0,0,0
27125,0,0,0,0,0,0,0,0,0,0,0
27141,0,0,0,0,0,0,0,0,0,0,0
28005,0,0,0,0,0,0,0,0,0,0,0
28009,0,0,0,0,0,0,0,0,0,0,0
28015,0,0,0,0,0,0,0,0,0,0,0
28053,0,0,0,0,0,0,0,0,0,0,0
28057,0,0,0,0,0,0,0,0,0,0,0
28101,0,0,0,0,0,0,0,0,0,0,0
28119,0,0,0,0,0,0,0,0,0,0,0
28143,0,0,0,0,0,0,0,0,0,0,0
29003,0,0,0,0,0,0,0,0,0,0,0
29015,0,0,0,0,0,0,0,0,0,0,0
29017,0,0,0,0,0,0,0,0,0,0,0
29025,0,0,0,0,0,0,0,0,0,0,0
29035,0,0,0,0,0,0,0,0,0,0,0
29041,0,0,0,0,0,0,0,0,0,0,0
29043,0,0,0,0,0,0,0,0,0,0,0
29045,0,0,0,0,0,0,0,0,0,0,0
29055,0,0,0,0,0,0,0,0,0,0,0
29057,0,0,0,0,0,0,0,0,0,0,0
29059,0,0,0,0,0,0,0,0,0,0,0
29061,0,0,0,0,0,0,0,0,0,0,0
29063,0,0,0,0,0,0,0,0,0,0,0
29067,0,0,0,0,0,0,0,0,0,0,0
29069,0,0,0,0,0,0,0,0,0,0,0
29085,0,0,0,0,0,0,0,0,0,0,0
29087,0,0,0,0,0,0,0,0,0,0,0
29089,0,0,0,0,0,0,0,0,0,0,0
29103,0,0,0,0,0,0,0,0,0,0,0
29111,0,0,0,0,0,0,0,0,0,0,0
29119,0,0,0,0,0,0,0,0,0,0,0
29125,0,0,0,0,0,0,0,0,0,0,0
29129,0,0,0,0,0,0,0,0,0,0,0
29131,0,0,0,0,0,0,0,0,0,0,0
29133,0,0,0,0,0,0,0,0,0,0,0
29135,0,0,0,0,0,0,0,0,0,0,0
29137,0,0,0,0,0,0,0,0,0,0,0
29139,0,0,0,0,0,0,0,0,0,0,0
29141,0,0,0,0,0,0,0,0,0,0,0
29143,0,0,0,0,0,0,0,0,0,0,0
29149,0,0,0,0,0,0,0,0,0,0,0
29151,0,0,0,0,0,0,0,0,0,0,0
29153,0,0,0,0,0,0,0,0,0,0,0
29173,0,0,0,0,0,0,0,0,0,0,0
29179,0,0,0,0,0,0,0,0,0,0,0
29181,0,0,0,0,0,0,0,0,0,0,0
29197,0,0,0,0,0,0,0,0,0,0,0
29203,0,0,0,0,0,0,0,0,0,0,0
29205,0,0,0,0,0,0,0,0,0,0,0
29209,0,0,0,0,0,0,0,0,0,0,0
29219,0,0,0,0,0,0,0,0,0,0,0
29223,0,0,0,0,0,0,0,0,0,0,0
29225,0,0,0,0,0,0,0,0,0,0,0
29227,0,0,0,0,0,0,0,0,0,0,0
29229,0,0,0,0,0,0,0,0,0,0,0
30037,0,0,0,0,0,0,0,0,0,0,0
30043,0,0,0,0,0,0,0,0,0,0,0
30045,0,0,0,0,0,0,0,0,0,0,0
30069,0,0,0,0,0,0,0,0,0,0,0
30075,0,0,0,0,0,0,0,0,0,0,0
30103,0,0,0,0,0,0,0,0,0,0,0
30109,0,0,0,0,0,0,0,0,0,0,0
31005,0,0,0,0,0,0,0,0,0,0,0
31007,0,0,0,0,0,0,0,0,0,0,0
31009,0,0,0,0,0,0,0,0,0,0,0
31025,0,0,0,0,0,0,0,0,0,0,0
31027,0,0,0,0,0,0,0,0,0,0,0
31035,0,0,0,0,0,0,0,0,0,0,0
31043,0,0,0,0,0,0,0,0,0,0,0
31049,0,0,0,0,0,0,0,0,0,0,0
31051,0,0,0,0,0,0,0,0,0,0,0
31063,0,0,0,0,0,0,0,0,0,0,0
31071,0,0,0,0,0,0,0,0,0,0,0
31073,0,0,0,0,0,0,0,0,0,0,0
31075,0,0,0,0,0,0,0,0,0,0,0
31077,0,0,0,0,0,0,0,0,0,0,0
31085,0,0,0,0,0,0,0,0,0,0,0
31087,0,0,0,0,0,0,0,0,0,0,0
31091,0,0,0,0,0,0,0,0,0,0,0
31103,0,0,0,0,0,0,0,0,0,0,0
31113,0,0,0,0,0,0,0,0,0,0,0
31115,0,0,0,0,0,0,0,0,0,0,0
31117,0,0,0,0,0,0,0,0,0,0,0
31163,0,0,0,0,0,0,0,0,0,0,0
31165,0,0,0,0,0,0,0,0,0,0,0
31167,0,0,0,0,0,0,0,0,0,0,0
31171,0,0,0,0,0,0,0,0,0,0,0
31183,0,0,0,0,0,0,0,0,0,0,0
32009,0,0,0,0,0,0,0,0,0,0,0
32011,0,0,0,0,0,0,0,0,0,0,0
32029,0,0,0,0,0,0,0,0,0,0,0
35003,0,0,0,0,0,0,0,0,0,0,0
